index,Geography,Product,Custom Segment Value,Custom Sub Segment Value,Custom Parent Value,Custom Major Brand Value,Custom Brand Value,Dollar Sales,Dollar Sales Year Ago,Dollar Sales Change vs YA,Dollar Sales % Change vs YA,Unit Sales,Unit Sales Year Ago,Unit Sales Change vs YA,Unit Sales % Change vs YA,ACV Weighted Distribution,ACV Weighted Distribution Year Ago,ACV Weighted Distribution Change vs YA
3386,Total US - Multi Outlet,ONYX PROFESSIONAL WOMEN OWNED IMPLEMENTS BOARDS/FILES 4 CT - 1793780449,HAND,ABRASIVES,ONYX BRAND INC,ONYX,ONYX PROFESSIONAL WOMEN OWNED,299.6298065,4551.09,-4251.460194,-0.934163067,141.041586,2245,-2103.958414,-0.93717524,0.43538461,1.59382589,-1.158441281
3387,Total US - Multi Outlet,OPI IMPLEMENTS BOARDS/FILES 1 CT - 8742073861,HAND,ABRASIVES,COTY BEAUTY,OPI,OPI,168.2672263,1413.80324,-1245.536014,-0.880982571,22.39675701,182.0002023,-159.6034453,-0.876941032,0.006733562,0.047226872,-0.04049331
3390,Total US - Multi Outlet,PIGGY PAINT IMPLEMENTS BOARDS/FILES 2 CT - 1688401358,HAND,ABRASIVES,PIGGY PAINT LLC,PIGGY PAINT,PIGGY PAINT,0,1,-1,-1,0,1,-1,-1,0,0.011467024,-0.011467024
3391,Total US - Multi Outlet,OLIVE & JUNE IMPLEMENTS BOARDS/FILES 1 CT - 1895702298,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,926842.9379,667098.7882,259744.1497,0.389363846,234140.2986,169484.2787,64656.01995,0.381486828,46.87279498,18.96959624,27.90319874
3398,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 126770955,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,17084.96532,17222.0307,-137.0653791,-0.007958723,15132.8939,16199.14278,-1066.248884,-0.065821315,0.716978877,0.733901253,-0.016922377
3409,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 1299359689,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,30.2853295,219.3719458,-189.0866163,-0.861945294,17.67859685,84.2163409,-66.53774405,-0.790081157,0.012102827,0.060200231,-0.048097403
3410,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 1299359690,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,4.480120351,185.9280995,-181.4479791,-0.975904017,4.766055107,70.56217504,-65.79611993,-0.93245595,0.001606589,0.045700352,-0.044093763
3411,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 1299381576,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,25.63233137,72.10197688,-46.4696455,-0.64449891,10.02773607,32.65598702,-22.62825096,-0.692928097,0.005385376,0.026172083,-0.020786707
3412,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 1307464872,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,443.0128677,1240.175419,-797.1625511,-0.642782093,44.77985203,138.3205251,-93.54067302,-0.676260251,0.034807192,0.119468254,-0.084661062
3413,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 131297572,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,15673.95497,13179.23562,2494.719354,0.189291657,13142.09725,11226.84527,1915.251977,0.17059574,0.635571116,0.657386141,-0.021815024
3414,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 131297573,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,8174.771258,7510.742383,664.0288747,0.088410551,6302.185504,6340.547665,-38.36216154,-0.006050291,0.247754558,0.253124592,-0.005370034
3415,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 131297574,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,8317.533871,7520.134114,797.3997561,0.106035311,6495.61881,6173.673502,321.9453078,0.052148094,0.287899685,0.255488041,0.032411644
3416,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 131297575,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,6605.263966,6036.765653,568.4983126,0.094172666,5239.072732,5082.64374,156.4289922,0.030777092,0.305107809,0.293011878,0.012095931
3417,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 131297576,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,12711.86239,12640.05292,71.80946853,0.005681105,11053.9541,12065.9416,-1011.987494,-0.083871407,0.688159957,0.670057994,0.018101963
3418,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 131310877,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,5623.279559,4884.494688,738.7848711,0.151251034,4494.257009,4145.162067,349.0949424,0.084217441,0.312982468,0.306264862,0.006717606
3419,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 132514806,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,10724.13902,7880.830932,2843.308088,0.360787855,8588.821527,6525.542809,2063.278718,0.316184995,0.531119626,0.534382181,-0.003262555
3420,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 132514807,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,17759.69744,16482.4021,1277.295337,0.07749449,15610.1421,15427.13352,183.0085738,0.011862772,0.759743069,0.722356778,0.03738629
3421,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 132514808,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,14641.64968,14969.31271,-327.6630343,-0.021888983,12739.04294,13523.40481,-784.3618696,-0.058000325,0.741177356,0.699414159,0.041763197
3422,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 132514809,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,14339.37926,16093.35768,-1753.978422,-0.108987724,12708.94557,15082.45405,-2373.508476,-0.157368852,0.690542821,0.719544936,-0.029002115
3423,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 132514810,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,6333.929237,5856.553461,477.3757759,0.081511384,5057.782582,4957.248093,100.5344883,0.020280302,0.302021209,0.281947179,0.020074029
3431,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 17567031,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,8065.687106,10341.78048,-2276.093377,-0.220087187,8693.883231,9806.887492,-1113.004261,-0.1134921,0.416499973,0.435048249,-0.018548277
3432,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 17567044,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,17709.88128,20810.26639,-3100.385117,-0.148983442,18342.29082,19601.66198,-1259.371162,-0.064248183,0.417792737,0.435048249,-0.017255512
3433,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 17567077,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,16007.13118,16514.9962,-507.8650217,-0.030751749,13797.7405,13562.20732,235.5331817,0.017366877,0.416073944,0.435048249,-0.018974306
3434,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 17568388,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,12044.54268,13053.97708,-1009.434404,-0.077327729,12854.27807,12435.20352,419.0745502,0.033700659,0.416073944,0.435048249,-0.018974306
3435,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 17568860,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,2.903040009,16.97798074,-14.07494074,-0.829011468,2.268000007,23.74713588,-21.47913587,-0.904493745,0.003634611,0.020315431,-0.01668082
3436,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 17569275,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,13426.68861,13302.7609,123.9277135,0.009315939,14140.39688,12564.79513,1575.601747,0.125398125,0.414927979,0.435048249,-0.02012027
3437,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 17571320,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,0,18.35020719,-18.35020719,-1,0,24.2437458,-24.2437458,-1,0,0.018224122,-0.018224122
3438,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 17572100,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,26.34526331,2403.533603,-2377.188339,-0.989038945,21.24335778,2578.490702,-2557.247344,-0.991761321,0.01022899,0.422121508,-0.411892518
3439,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 17572126,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,16271.29004,18764.41757,-2493.127526,-0.132864637,16885.44319,17689.40307,-803.9598848,-0.045448672,0.416073944,0.435048249,-0.018974306
3440,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 17572183,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,2.236677935,2773.216401,-2770.979723,-0.999193472,8.805669069,2727.63354,-2718.827871,-0.996771682,0.002563682,0.40777959,-0.405215908
3442,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 188260687,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,0,14.96883742,-14.96883742,-1,0,2.196594,-2.196594,-1,0,0.001911688,-0.001911688
3448,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 19541420,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,6535.219126,11728.07825,-5192.859125,-0.442771528,702.1988842,802.0289595,-99.83007526,-0.124471909,0.360780786,0.404072018,-0.043291232
3449,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 19541421,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,8092.570856,13603.35344,-5510.782581,-0.405104712,888.1965795,947.5183067,-59.32172728,-0.062607473,0.366676282,0.407944553,-0.041268272
3450,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 19541422,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,5638.145107,11038.23342,-5400.088315,-0.489216717,584.4604398,769.9520826,-185.4916428,-0.24091323,0.360380078,0.406069284,-0.045689206
3451,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 19541423,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,3787.072747,7408.139438,-3621.066691,-0.488795698,426.9128989,517.6199671,-90.7070682,-0.175238735,0.313577925,0.371603624,-0.058025699
3452,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 196016317,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,247665.9509,311822.1289,-64156.17801,-0.205746071,126222.6284,181489.7338,-55267.10537,-0.304519182,10.78581869,11.49130638,-0.705487683
3453,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 196653351,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,827052.7481,821107.2035,5945.544555,0.007240887,425624.3999,477635.2639,-52010.86396,-0.108892429,10.91322206,11.50100315,-0.587781088
3454,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 197189186,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,252130.7373,244648.7932,7481.944025,0.030582387,126977.0533,140147.2578,-13170.20447,-0.093974043,10.79279401,11.38767134,-0.594877328
3455,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 197191060,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,743878.3301,818722.7101,-74844.38003,-0.09141603,387602.3338,481077.5077,-93475.17396,-0.194303771,10.91644908,11.52734396,-0.610894886
3456,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 197195947,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,956.3455857,14231.54707,-13275.20148,-0.93280101,483.6888635,6794.319967,-6310.631104,-0.92880982,0.333730577,4.51671045,-4.182979873
3457,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 197195948,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,214807.8748,225859.8583,-11051.9835,-0.048932925,126550.8407,114420.3064,12130.53431,0.106017321,10.8812718,11.46926614,-0.587994342
3458,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 197330109,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,350177.1378,331638.4562,18538.6816,0.055900277,178610.3561,192764.472,-14154.11588,-0.073426995,10.85838507,11.45147513,-0.593090059
3460,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 200014472,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,0,969.7959336,-969.7959336,-1,0,360.7014742,-360.7014742,-1,0,0.017658848,-0.017658848
3462,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 203306270,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,25.3798597,694.7378113,-669.3579516,-0.963468435,15.1656158,415.2191715,-400.0535557,-0.963475637,0.004899155,0.062122353,-0.057223198
3463,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 2064283421,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,1.50605005,36.97328212,-35.46723207,-0.959266531,2.008933067,95.24329197,-93.23435891,-0.978907354,0.000386,0.014385803,-0.014000165
3464,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 2064283935,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,1.000030041,31.37001571,-30.36998567,-0.968121468,1.000030041,103.2705389,-102.2705089,-0.990316405,0.000214,0.014837851,-0.014623968
3465,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 2085382661,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,0.500074506,32.11245306,-31.61237855,-0.984427396,1.000149012,97.34637046,-96.34622145,-0.989725873,0.000186,0.014361138,-0.014175315
3467,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 210643122,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,246651.9384,252652.0849,-6000.146552,-0.023748652,123191.2745,143471.7595,-20280.48499,-0.14135524,10.80522294,11.43508689,-0.629863954
3468,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 215094987,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,537889.6583,494117.4922,43772.16614,0.088586554,273278.5923,285631.5484,-12352.95604,-0.04324787,10.90889689,11.502451,-0.593554105
3487,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 289489582,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,125763.6216,108523.955,17239.66665,0.158855864,42714.24832,36590.63984,6123.608479,0.167354507,3.054191835,2.921829997,0.132361838
3488,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 289496037,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,94846.11138,105792.8053,-10946.69388,-0.103472952,83571.38717,93577.63422,-10006.24705,-0.1069299,2.572028364,3.003834053,-0.431805688
3489,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 294574579,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,11578.77517,113761.0541,-102182.279,-0.898218461,2152.171932,16201.07824,-14048.90631,-0.867158722,1.080973721,3.116741591,-2.03576787
3490,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 30746734,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,12800.24951,13381.40576,-581.1562501,-0.043430134,14107.03468,13921.48198,185.5526943,0.013328516,0.416073944,0.43349474,-0.017420796
3491,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 30859980,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,11867.40676,13961.17434,-2093.767576,-0.149970735,13187.56376,14641.60732,-1454.043555,-0.099309012,0.400625186,0.435048249,-0.034423063
3496,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 315135354,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,11239.82028,8855.950516,2383.869766,0.269182824,4142.930226,3271.198366,871.7318604,0.266487007,0.428664664,0.436960757,-0.008296093
3497,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 315135357,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,2810.106824,7191.770162,-4381.663338,-0.609260758,1655.587613,2630.963726,-975.3761135,-0.370729594,0.419630738,0.434747145,-0.015116408
3499,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 341040291,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,0,8949.674749,-8949.674749,-1,0,3594.246887,-3594.246887,-1,0,0.003438262,-0.003438262
3502,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 347760634,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,0,1.463713936,-1.463713936,-1,0,2.026048064,-2.026048064,-1,0,0.002630408,-0.002630408
3518,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 414092048,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,3503.251248,1751.797931,1751.453317,0.99980328,2860.012659,1651.71147,1208.301189,0.731544952,0.024496145,0.018186973,0.006309172
3519,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 419065825,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,118473.8192,169840.81,-51366.9908,-0.30244198,109432.1304,171927.5997,-62495.46937,-0.36349876,3.573425711,3.794124392,-0.220698681
3521,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 427366413,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,78296.71718,131091.4886,-52794.77141,-0.40273226,73907.98216,133035.7462,-59127.76404,-0.4444502,3.337124936,3.720164678,-0.383039742
3522,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 427366962,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,68888.71152,102455.5083,-33566.7968,-0.327623154,63717.38014,103849.7978,-40132.4177,-0.386446758,3.327041594,3.666593113,-0.339551519
3523,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 4287639,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,5.732887459,0,5.732887459,0,7.543272972,0,7.543272972,0,0.000566,0,0.000566
3524,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 443109958,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,183.6394743,231.1505195,-47.51104513,-0.205541589,177.0400829,237.4382193,-60.39813638,-0.254374113,0.02357267,0.025966509,-0.002393839
3525,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 4509684851,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,1.249705749,0,1.249705749,0,2.048697948,0,2.048697948,0,0.00185276,0,0.00185276
3529,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 458852423,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,277945.3323,282639.0294,-4693.697159,-0.016606684,137757.825,130804.3529,6953.47215,0.053159333,10.78274095,11.21095018,-0.428209229
3532,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 469162340,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,52.82332415,218.1927233,-165.3693992,-0.757905198,53.60332608,193.9677447,-140.3644186,-0.723648248,0.019947107,0.080049952,-0.060102844
3535,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 488046358,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,390755.6638,430627.5349,-39871.87104,-0.092590157,133831.7614,245034.614,-111202.8527,-0.453825077,10.81550199,11.50832718,-0.692825189
3536,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 490444286,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,37448.78914,39828.88904,-2380.0999,-0.059758129,21817.09469,23577.7151,-1760.620411,-0.074673072,0.710790409,0.743931085,-0.033140675
3537,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 492095959,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,7119.621469,9556.315323,-2436.693853,-0.254982571,1482.452371,2009.762967,-527.3105962,-0.262374521,0.195922851,0.241905614,-0.045982764
3544,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 571502016,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,70367.53617,106901.012,-36533.47582,-0.341750514,8680.134186,14059.16928,-5379.035094,-0.382599781,1.749687497,2.067982046,-0.318294549
3545,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 5734598,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,16730.14806,17379.32715,-649.1790862,-0.037353522,14404.94315,16459.32353,-2054.380386,-0.124815603,0.705678931,0.727395354,-0.021716423
3548,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 6077232,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,244976.9697,232124.652,12852.31766,0.055368172,38083.01643,36130.43405,1952.582373,0.054042594,3.552961352,3.497744961,0.055216391
3552,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 641436965,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,22170.86545,8.692633331,22162.17281,2549.534988,2586.64725,1.00030303,2585.646947,2584.863656,1.250394529,0.00213921,1.248255319
3555,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 645238763,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,109608.1733,22853.72686,86754.44644,3.796074354,20779.73828,4669.990564,16109.74771,3.449631748,3.023427228,1.838731903,1.184695325
3556,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 669220659,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,0.123461146,4.244135256,-4.120674109,-0.970910176,1.122374058,7.047125936,-5.924751878,-0.840733078,0.000911,0.010455302,-0.009544194
3557,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 669220663,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,4.167629282,8.408389755,-4.240760473,-0.504348704,7.346310139,18.32948267,-10.98317254,-0.599207994,0.007073078,0.009903636,-0.002830558
3559,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 676457008,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,0.169503003,1.161581463,-0.992078459,-0.854075664,1.130020022,6.088074803,-4.958054781,-0.814387954,0.000544,0.004114721,-0.003570451
3562,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 72887526,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,54698.84879,230767.6746,-176068.8258,-0.762970057,54861.89013,231187.0329,-176325.1428,-0.762694778,1.187873596,1.455886932,-0.268013336
3570,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 767553263,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,14731.03952,0,14731.03952,0,2147.202821,0,2147.202821,0,1.135205275,0,1.135205275
3574,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 1 CT - 897253344,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,37409.40855,0,37409.40855,0,39018.39432,0,39018.39432,0,13.37379026,0,13.37379026
3578,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 3 CT - 25847443,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,1011.355109,307.1760851,704.1790236,2.292427886,479.2119448,172.216343,306.9956018,1.782615961,0.293781264,0.154000614,0.13978065
3579,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS BOARDS/FILES 4 CT - 17562767,HAND,ABRASIVES,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,11450.74086,12847.46738,-1396.726525,-0.108716098,12060.19275,12205.60421,-145.4114611,-0.0119135,0.416073944,0.435048249,-0.018974306
